Diagram-ID,Page-Number,Image-Index,Image-Path,Modified-Alt-Text
65,99,0,images/page0099_img000.png,"Position vs time graph for a runner that rises then stays flat. The motion includes a forward move followed by a stop. Use the overall change in position divided by total time to compute average velocity."
66,99,1,images/page0099_img001.png,"Velocity vs time graph that increases quickly then levels off. The curve’s decreasing steepness shows acceleration is positive but getting smaller over time. Instantaneous acceleration is the slope at a point."
68,101,0,images/page0101_img000.png,"Position vs time graph for a runner that rises then stays flat. Use the slope of the rising segment to estimate velocity during motion and the flat segment to identify when velocity is zero."
69,103,0,images/page0103_img000.png,"Position vs time graph with points forming a curve that becomes steeper. Increasing steepness indicates increasing velocity. Use the slope at a chosen time to estimate instantaneous velocity."
70,103,1,images/page0103_img001.png,"Velocity vs time graph with a straight rising line. Velocity increases at a constant rate, so acceleration is constant. Compute acceleration from the slope Δv/Δt."
71,104,0,images/page0104_img000.png,"Velocity vs time graph with a straight rising line, indicating constant acceleration. Average acceleration can be found from slope, and displacement over an interval can be estimated from area under the line."
72,104,1,images/page0104_img001.png,"One-dimensional motion paths on an x-axis. Multiple colored paths show different routes between start and end positions. Use start and end to find displacement (xf − xi) and use the full traced route length to compare total distance traveled."
73,105,0,images/page0105_img000.png,"Position vs time graph with a curve that becomes steeper over time. The increasing slope indicates the object’s velocity is increasing (accelerating)."
74,105,1,images/page0105_img001.png,"Position vs time graph with segments of rising, falling, and flat motion. Positive slope means moving forward, negative slope means moving backward, and flat segments mean stopped."
75,105,2,images/page0105_img002.png,"Qualitative velocity vs time graph labeled with points. Velocity increases and decreases over time; upward slopes indicate positive acceleration and downward slopes indicate negative acceleration. Steeper sections indicate larger acceleration magnitude."
76,106,0,images/page0106_img000.png,"Position vs time graph that rises, then falls, then rises steeply. Use the sign of slope to identify direction of motion (positive forward, negative backward) and compare steepness to compare speed."
82,114,0,images/page0114_img000.png,"Displacement vs time graph shown as a straight line rising from left to right. A constant slope indicates constant velocity. Use the slope of the line to determine velocity."
83,114,1,images/page0114_img001.png,"Velocity vs time graph shown as a straight line rising from left to right. A constant slope indicates constant acceleration. Use the slope Δv/Δt to compute acceleration."
84,115,0,images/page0115_img000.png,"Graph of 2d versus t squared drawn as a straight line through the origin. For constant acceleration starting from rest, the slope of the 2d vs t^2 line equals the acceleration."
85,115,1,images/page0115_img001.png,"Graph with v squared on the vertical axis and 2d on the horizontal axis, showing a straight rising line. The figure emphasizes choosing variables so a relationship becomes linear, allowing the unknown to be found from slope and intercept."
88,120,0,images/page0120_img000.png,"Initial-condition diagram for vertical motion. An arrow upward indicates initial velocity v0, and an arrow downward indicates constant acceleration a = −g. Use the directions and values as knowns before solving for position or velocity at later times."
89,121,0,images/page0121_img000.png,"Three stacked graphs for an object thrown straight up and coming down: position vs time is a curved arch (up then down), velocity vs time is a straight line decreasing through zero, and acceleration vs time is a horizontal line below zero. Use slope and area ideas to connect the graphs."
93,131,0,images/page0131_img000.png,"Hanging mass on a rope with force arrows. Tension T points upward and weight w (mg) points downward; a matching free-body diagram shows the same forces on a dot. Use arrows to represent force direction and relative size."
94,133,0,images/page0133_img000.png,"Box sliding right on a horizontal surface. Velocity arrow points right; friction f points left along the surface. Normal force FN points up and weight mg points down. A small free-body diagram repeats the forces to show friction opposes motion."
97,139,0,images/page0139_img000.png,"Person pushing a lawn mower with a net force arrow pointing to the right. Use the net-force direction to determine the direction of the acceleration."
100,144,0,images/page0144_img000.png,"Hand holding a vertical rope attached to a hanging mass. Tension forces act along the rope: the rope pulls upward on the mass and downward on the hand with equal magnitude. A separate weight arrow on the mass points downward."
105,158,0,images/page0158_img000.png,"Vector addition by head-to-tail method. One vector points east and a second points north from the first vector’s head. A diagonal resultant is drawn from the starting point to the final point; a right triangle shows the components and the angle of the resultant."
108,160,0,images/page0160_img000.png,"Resultant vector on x–y axes with a labeled magnitude and an angle above the +x direction. Images of a ruler and a protractor indicate measuring vector length for magnitude and measuring the angle from the reference axis for direction."
113,163,0,images/page0163_img000.png,"Head-to-tail vector diagram with a resultant R drawn from the origin to the final point and labeled with magnitude and a small angle below the +x axis. Instruction is to measure R’s length using the scale and measure its direction as an angle from a reference axis."
115,164,0,images/page0164_img000.png,"Two vectors on coordinate axes with labeled magnitudes and direction angles. Use the arrows to represent each leg of motion and use the angles (measured from the reference axis) to describe direction."
116,164,1,images/page0164_img001.png,"Graphical vector addition/subtraction path on x–y axes with connected arrows and a resultant R from start to end. Use head-to-tail placement to combine vectors, then read the resultant’s magnitude and direction."
117,164,2,images/page0164_img002.png,"Single vector labeled −B on x–y axes showing the same length as B but pointing opposite. Angle markings indicate the reversed direction. Use −B to represent traveling in the opposite direction of vector B."
118,165,0,images/page0165_img000.png,"Triangle diagram showing subtraction as addition: A and −B are placed head-to-tail and the resultant R is drawn from the start of A to the end of −B. Measure R to report the magnitude and direction of A − B."
119,166,0,images/page0166_img000.png,"Velocity vectors for river crossing. One vector represents boat velocity through water and another represents river current; the total velocity is the diagonal resultant. Use head-to-tail addition (or a right triangle) to find the resultant speed and its direction angle."
120,168,0,images/page0168_img000.png,"Right triangle labeled with adjacent side x, opposite side y, and hypotenuse h, with angle θ. Trig definitions are shown: sin θ = y/h, cos θ = x/h, tan θ = y/x. Use these ratios to relate components to the hypotenuse and angle."
121,168,1,images/page0168_img001.png,"Vector components diagram. A vector A at angle θ is drawn from the origin; dashed lines form a right triangle to the axes. Horizontal component is labeled Ax and vertical component is labeled Ay. Use projections onto axes to resolve A into perpendicular components."
122,169,0,images/page0169_img000.png,"Vector A is drawn from the origin at an angle θ above the +x axis. Dashed lines drop to the axes to form a right triangle, showing the components Ax along x and Ay along y. Labels indicate Ax = A cos(θ) and Ay = A sin(θ), illustrating that the x- and y-components add to represent the original vector."
124,170,0,images/page0170_img000.png,"Right-triangle diagram for a vector A and its components. Ax is the horizontal leg and Ay is the vertical leg, shown with dashed lines; the diagonal arrow is labeled A. The magnitude relation A = sqrt(Ax^2 + Ay^2) is written along the diagonal, and the direction is labeled θ = tan^-1(Ay/Ax)."
125,171,0,images/page0171_img000.png,"Head-to-tail vector addition on x–y axes. Vector A starts at the origin; vector B starts at the head of A. The resultant R is drawn from the origin to the head of B and labeled A + B = R. Use this construction to add two vectors graphically."
126,171,1,images/page0171_img001.png,"Head-to-tail vector addition on x–y axes. Vector A (red) starts at the origin at angle θA, and vector B (blue) starts at the head of A at angle θB. The resultant R runs from the origin to the head of B and is labeled A + B = R. Dashed projections show components Ax and Ay for A, and Bx and By for B."
127,172,0,images/page0172_img000.png,"Vector addition on x–y axes with compass directions shown at left. Vector A (red) starts at the origin and vector B (blue) starts at the head of A; the resultant R (purple) runs from the origin to the head of B and is labeled A + B = R. Dashed projection lines show A’s components Ax (horizontal) and Ay (vertical) and B’s components Bx (horizontal) and By (vertical). The combined components are labeled Rx = Ax + Bx along the bottom and Ry = Ay + By along the left, and the angle θ of R is marked from the +x axis."
128,173,0,images/page0173_img000.png,"Vector addition diagram on x–y axes with compass directions at left. Vector A (red) is labeled A = 53.0 m at angle θA = 20.0° above the +x axis. Vector B (blue) starts at the head of A and is labeled B = 34.0 m at angle θB = 63.0°. The resultant R (black) runs from the origin to the head of B and is labeled A + B = R, with the resultant angle marked θ = 36.6°."
131,177,1,images/page0177_img001.png,"Projectile motion diagram on x–y axes. A kicked ball follows a curved red trajectory with several ball positions shown along the arc. A straight displacement vector d points from the launch point to the landing point at an angle θ above the horizontal. Dashed lines form a right triangle with horizontal leg labeled x and vertical leg labeled y."
133,180,0,images/page0180_img000.png,"A firework is launched from the bottom-left corner and travels in a curved arc to the upper right. A green arrow labeled v0 shows the launch direction, tilted steeply upward, and the launch angle is labeled θ0 = 75°. Dashed lines extend from the highest point of the arc to show the peak height h and the horizontal distance to that peak."
137,187,0,images/page0187_img000.png,"Weight components on an incline. The weight vector w points straight down and is resolved into two perpendicular components relative to the ramp: w parallel to the slope and w perpendicular to the slope. The diagram labels w∥ = w sin(θ) = mg sin(θ) and w⊥ = w cos(θ) = mg cos(θ), showing how gravity splits into along-slope and into-slope components."
139,190,0,images/page0190_img000.png,"Skier on a 25 degree incline with axes drawn parallel and perpendicular to the slope. Forces shown are weight w straight down, normal force N perpendicular to the surface, and friction f along the slope opposing motion. The weight vector is split into components w parallel (down the slope) and w perpendicular (into the slope) using a dashed right triangle. A simplified free body diagram repeats N, f, w, and the weight components."
141,193,1,images/page0193_img001.png,"Five panels (a–e) show a flexible ruler oscillating about the labeled equilibrium position. (a) The ruler is displaced left and a force arrow F points right toward equilibrium. (b) The ruler is at equilibrium with the label F = 0 and a velocity arrow v pointing to the right. (c) The ruler is displaced right and a force arrow F points left toward equilibrium. (d) The ruler is back at equilibrium with the label F = 0 and a velocity arrow v pointing to the left. (e) The ruler is displaced left again with a force arrow F pointing right."
143,195,0,images/page0195_img000.png,"Simple pendulum with bob of mass m on a string of length L displaced by angle theta from vertical. Forces are tension T along the string toward the pivot and weight w equals mg straight down. A dashed construction highlights the component of gravity along the arc, labeled minus mg sin theta, pointing toward equilibrium as the restoring force. The arc displacement from equilibrium is labeled s."
166,252,0,images/page0252_img000.png,"Two bodies with masses m and M are shown with their centers of mass marked CM and separated by distance r. Force arrows labeled F lie along the line connecting the centers and point toward each other. The diagram emphasizes that gravitational attraction acts along the center to center line and the forces on the two masses are equal in magnitude and opposite in direction."
167,254,0,images/page0254_img000.png,"Cavendish torsion balance: two small spheres m on a horizontal bar suspended by a thin fiber. Two larger spheres M are placed nearby to attract the small spheres, twisting the fiber about the pivot. A mirror reflects a light beam from a source onto a scale so the twist angle can be read from the movement of the light spot."
168,255,1,images/page0255_img001.png,"A distant star and the Sun are shown with a light path curving as it passes near the Sun toward an Earth-bound observer. The observer traces the arriving light back and sees the star at a shifted apparent position compared with the actual star location."
190,304,0,images/page0304_img000.png,"Left shows a hand using a pry bar to lift a nail, illustrating a lever. Right shows a lever with a fulcrum: resistance force Fr on one side and effort force Fe on the other, with arm lengths Lr and Le labeled. Ideal mechanical advantage is shown as Le divided by Lr."
191,305,0,images/page0305_img000.png,"Wheel-and-axle diagram with large radius R and smaller axle radius r. Effort force Fe is applied at the wheel rim, and a rope around the axle lifts a load with force Fr. The diagram shows ideal mechanical advantage increases with R/r."
192,306,0,images/page0306_img000.png,"Side-by-side diagrams of an inclined plane and a wedge. The inclined plane shows a block on a ramp with the ramp length L and height h labeled, and an arrow showing effort force up the slope; the formula IMA = L/h is written above. The wedge shows length L and thickness t labeled; the formula IMA = L/t is written above."

193,306,1,images/page0306_img001.png,"On the left, an inclined plane is shown lifting a block. The vertical height the load is raised is called the height (h). The distance along the surface of the ramp is called the length (L). A force is applied to the block parallel to the surface of the ramp to move it upward. The ideal mechanical advantage (IMA) of the inclined plane is defined as the length of the ramp divided by the vertical height, written as IMA = L divided by h. This shows that a longer ramp reduces the force needed to lift the object, at the cost of applying the force over a greater distance. On the right, a wedge is shown. The wedge has a length along its sloping surface called the length (L) and a thickness at the wide end called the thickness (t). The ideal mechanical advantage of the wedge is defined as the length divided by the thickness, written as IMA = L divided by t. A longer and thinner wedge provides a greater mechanical advantage by spreading the applied force over a larger distance. This figure demonstrates that simple machines increase force by increasing the distance over which the force is applied, which is a fundamental principle of mechanical advantage."
194,306,2,images/page0306_img002.png,"pulley systems and their ideal mechanical advantage (IMA). From left to right: a single fixed pulley (N = 1) where the effort force equals the load; a single movable pulley (N = 2) where two rope segments support the load; and a compound block-and-tackle system (N = 4) where four rope segments support the load, reducing the required effort force. Arrows show the direction of applied effort and load forces."
200,316,0,images/page0316_img000.png,"a lever used to pry a nail from wood. The left image shows a hand applying effort to a pry bar lifting a nail. The right schematic labels the fulcrum, effort force (Fe), resistance force (Fr), effort arm length (Le), and resistance arm length (Lr), with the ideal mechanical advantage given by IMA = Le / Lr."
201,316,1,images/page0316_img001.png,"an inclined plane and a wedge. On the left, a block is pushed up an inclined plane of length L and height h, with effort force Fe applied; the ideal mechanical advantage is shown as IMA = L / h. On the right, a wedge with length L and thickness t is labeled, with its ideal mechanical advantage given by IMA = L / t."
202,316,2,images/page0316_img002.png,"a wheel-and-axle simple machine. A large wheel of radius R is connected to a smaller axle of radius r. An effort force (Fe) is applied at the edge of the wheel, while a load force (Fr) acts on the axle via a rope. The ideal mechanical advantage is labeled as IMA = R / r."
207,327,0,images/page0327_img000.png,"An astronaut uses an electronic timer to measure the time for a light pulse to travel from a source to a mirror and back inside her spacecraft. In the astronaut’s frame, the light moves straight up and down over a fixed distance. An observer on Earth sees the spacecraft moving, so the light follows a longer diagonal path and takes more time. This illustrates time dilation, where the observed time Δt is greater than the proper time Δt₀ by the relativistic factor γ = 1/√(1 − v²/c²)."
209,329,0,images/page0329_img000.png,"Relativistic momentum versus speed graph showing p_rel on the vertical axis and speed u as a fraction of the speed of light c on the horizontal axis. Momentum increases slowly at low speeds, closely matching classical momentum, then rises sharply as u approaches c. A dashed vertical line at u = c indicates that the speed of light cannot be reached. The graph illustrates that relativistic momentum increases without bound as velocity approaches the speed of light, ensuring momentum conservation in all inertial reference frames and preventing massive objects from reaching or exceeding c."
217,350,0,images/page0350_img000.png,"Natural convection heating system inside a house. A gravity furnace heats air near the floor, causing the warm air to rise and circulate along the ceiling. As the air cools near the walls and windows, it becomes denser and sinks back down toward the floor. Blue arrows indicate cooler, sinking air, and red arrows indicate warmer, rising air. This continuous circulation shows convection driven by temperature differences and density changes in air."
221,355,0,images/page0355_img000.png,"Comparison of particle motion in different states of matter. (a) Solid: particles are closely packed in a fixed lattice and vibrate about equilibrium positions. (b) Liquid: particles are close together but move randomly and slide past one another. (c) Gas: particles are far apart and move rapidly in random directions, shown by long arrows. (d) Plasma: positively charged ions and free electrons move independently at high speeds, illustrated by charged particles within a cloud."
223,358,0,images/page0358_img000.png,"A heating curve showing temperature versus added energy for water. The vertical axis shows temperature in degrees Celsius, and the horizontal axis shows added heat per unit mass (ΔQ/m). Ice warms from below 0°C to 0°C, then temperature remains constant at 0°C while ice melts into liquid water, illustrating the latent heat of fusion. The temperature of liquid water then rises to 100°C, followed by another flat region at 100°C where water and steam coexist during vaporization, representing the latent heat of vaporization. After all liquid has vaporized, the temperature of steam increases with additional energy."
228,373,0,images/page0373_img000.png,"Figure illustrating how pressure in a tire changes with added air and temperature. (a) When air is first pumped into a deflated tire, the volume increases significantly with little change in pressure. (b) As more air is added, the tire walls resist further expansion, so the pressure increases as additional air is pumped in. (c) Once the tire is fully inflated and volume is nearly constant, increasing the temperature of the air inside the tire causes the pressure to rise."
229,374,0,images/page0374_img000.png,"Expansion of a gas in a piston–cylinder system. A gas at pressure P pushes a piston of cross-sectional area A upward by a distance d, increasing the volume by ΔV = A·d. The upward force on the piston is F = P·A, and heat Q_in is added to the gas to maintain constant pressure during expansion. The diagram shows that the work done by the gas on the piston is W_out = F·d = P·A·d = P·ΔV, illustrating pressure–volume work for a constant-pressure process."
230,375,0,images/page0375_img000.png,"the first law of thermodynamics for a system. Heat Q enters or leaves the system, and work W is done by or on the system. The change in internal energy is shown as ΔU = Q − W, where Q represents the net heat transfer into the system and W represents the net work done by the system. Arrows indicate heat flowing into and out of the system (Q_in and Q_out) and work done by the system (W_out) or on the system (W_in), emphasizing energy conservation through heat and work transfers."
231,376,0,images/page0376_img000.png,"the first law of thermodynamics to biological systems. (a) A human body is shown as a system where food energy enters, increasing internal energy, while heat Q is transferred out and work W is done by the body, reducing internal energy. The relationship is expressed as ΔU = Q − W + food energy, illustrating metabolism as an energy balance. (b) A plant receives energy from the Sun as heat input Q_in, stores part of this energy as chemical (food) energy, and releases some energy as heat Q_out, showing how plants convert solar energy into stored internal energy."
232,379,0,images/page0379_img000.png,"Two energy-flow diagrams showing that different processes can result in the same change in internal energy. In (a), 15 J of net heat enters the system while 6 J of net work is done by the system, giving a change in internal energy of ΔU = Q − W = 9 J. In (b), 150 J of heat leaves the system while 159 J of work is done on the system, also producing ΔU = 9 J. The diagrams illustrate that if a system starts in the same initial state, different combinations of heat transfer and work can lead to the same final state and the same change in internal energy."
234,383,0,images/page0383_img000.png,"Examples of one-way (irreversible) processes in nature. (a) Heat flows spontaneously from a hot region to a cold region, shown by heat Q moving from hot to cold, but the reverse does not occur without external work. (b) A moving car slows to rest as its brakes convert kinetic energy into internal energy, which is then transferred as heat to the surroundings; the reverse process does not happen spontaneously. (c) A puff of gas released into a vacuum rapidly spreads out to form a uniform distribution, and the random motion of gas molecules prevents the gas from spontaneously re-collecting into one region."
236,385,0,images/page0385_img000.png,"Ice-to-water entropy increase diagram. On the left, ice is shown as an ordered structure with molecules arranged in a regular lattice. An arrow labeled ΔS > 0 points to the right, where liquid water is shown with molecules moving randomly in many directions. The diagram illustrates that when ice melts into water, molecular order decreases, disorder increases, and entropy increases due to heat transfer into the system."
237,387,0,images/page0387_img000.png,"Gas–piston system illustrating energy transfer and work. (a) Heat Q_in is added to a gas in a cylinder, increasing its internal energy ΔU and raising pressure, which produces a force F = P·A on the piston. (b) The gas expands, pushing the piston outward by a distance d and doing work W_out = F·d; during expansion, the gas’s internal energy decreases. (c) Heat Q_out is transferred from the gas to the surroundings, further lowering pressure so a smaller opposing force F′ is needed to move the piston back inward, with work W_in = F′·d."
238,388,0,images/page0388_img000.png,"Heat transfer and heat engine diagrams used in thermodynamics to illustrate the second law of thermodynamics and the basic operation of heat engines. (a) Heat flows spontaneously from a hot reservoir at temperature T_h to a cold reservoir at temperature T_c. (b) A heat engine operates between these reservoirs, absorbing heat Q_h from the hot reservoir, converting part of it into useful work W, and releasing the remaining heat Q_c to the cold reservoir, with W = Q_h − Q_c. The diagram provides a conceptual framework for understanding energy conversion limits and efficiency in real engines."
239,389,0,images/page0389_img000.png,"a simple heat pump system used for heating buildings. The cycle includes four main components: (1) an evaporator outside the building, where the working fluid absorbs heat Q_c from the colder outdoor air and evaporates; (2) a compressor that increases the pressure and temperature of the vapor; (3) a condenser inside the building, where heat Q_h is released to the indoor space as the fluid condenses; and (4) an expansion valve that lowers the pressure and temperature of the fluid before it returns to the evaporator. The diagram illustrates how a heat pump transfers thermal energy from a cold outdoor environment to a warmer indoor space using mechanical work."
240,389,1,images/page0389_img001.png,"Heat pump (reversed heat engine) diagram illustrating how refrigerators and air conditioners operate. The system absorbs heat Q_c from a cold reservoir at temperature T_c and, with the input of external work W, transfers a larger amount of heat Q_h to a hot reservoir at temperature T_h. Arrows show heat being pumped from cold to hot against the natural direction of heat flow. The diagram provides an academic illustration of the second law of thermodynamics applied to cooling devices, emphasizing that work is required to move heat from a cooler region to a warmer one."
243,405,0,images/page0405_img000.png,"Transverse wave on a toy spring. A person moves her hand up and down, creating a vertical disturbance in the spring while the wave travels horizontally to the right. Arrows indicate the direction of wave propagation, showing that particle motion is perpendicular to the direction of energy transfer. This academic diagram contrasts transverse waves with longitudinal waves, where the disturbance is parallel to the direction of propagation."
244,405,1,images/page0405_img001.png,"Longitudinal wave on a toy spring. A person pushes and pulls the spring horizontally, creating regions of compression and rarefaction that move to the right. The arrows show the direction of wave propagation v_w, which is the same as the direction of particle motion. This academic diagram illustrates a longitudinal (compressional) wave, where the disturbance is parallel to the direction of energy transfer."
245,406,0,images/page0406_img000.png,"Comparison of transverse and longitudinal waves using sound and strings. A guitar string vibrates up and down, demonstrating a transverse wave where the string’s motion is perpendicular to the direction of wave travel. An amplifier and speaker produce sound waves that travel outward through the air as longitudinal waves, shown by compressions and rarefactions. A sheet of paper and a handheld tuning fork vibrate back and forth in the same direction as the sound propagation, illustrating that sound waves in air are longitudinal, while waves in solids and water can have both transverse and longitudinal components."
247,409,0,images/page0409_img000.png,"Water wave diagram illustrating key wave properties. The horizontal distance between successive crests is labeled as the wavelength λ. The vertical distance from the equilibrium (dashed) line to a crest or trough is the amplitude X, with a total peak-to-trough height of 2X. The wave propagates horizontally along the water surface at speed v_w, while individual water particles move up and down rather than traveling with the wave."
248,410,0,images/page0410_img000.png,"Speaker diagram illustrating the relationship between frequency and wavelength for sound waves. The small speaker (tweeter) produces high-frequency sound with a short wavelength λ, shown by closely spaced wavefronts. The large speaker (woofer) produces low-frequency sound with a longer wavelength, shown by widely spaced wavefronts. The diagram emphasizes that in a given medium where wave speed is constant, higher frequency corresponds to shorter wavelength and lower frequency corresponds to longer wavelength."
251,415,0,images/page0415_img000.png,"Constructive interference of waves diagram. Two identical waves (Wave 1 and Wave 2), each with amplitude X and the same wavelength, are shown aligned in phase so that their crests and troughs occur at the same positions. When the waves overlap, their displacements add, producing a resultant wave with twice the amplitude (2X) and the same wavelength. The diagram illustrates pure constructive interference, where wave amplitudes combine to increase the overall displacement without changing the wavelength."
252,415,1,images/page0415_img001.png,"Destructive interference of waves diagram. Two identical waves (Wave 1 and Wave 2) with the same wavelength and amplitude X are shown exactly out of phase, so the crest of one wave aligns with the trough of the other. When the waves overlap, their displacements cancel at every point, producing a resultant wave with zero amplitude. The diagram illustrates pure destructive interference, where complete cancellation occurs due to opposite displacements."
253,416,0,images/page0416_img000.png,"Superposition of nonidentical waves diagram. Wave 1 and Wave 2 have different wavelengths and amplitudes and overlap in the same region of space. When combined, the resulting wave shows a complex pattern with some regions of increased amplitude (constructive interference) and other regions of reduced amplitude (destructive interference). The diagram illustrates that most real wave interactions produce mixed interference rather than pure constructive or pure destructive cancellation."
254,416,1,images/page0416_img001.png,"Standing wave formation diagram. Two identical waves (Wave 1 and Wave 2) travel in opposite directions and overlap. Their superposition produces a standing wave (Resultant) with fixed points called nodes, where the displacement is always zero, and antinodes, where the displacement is maximum. The pattern does not travel through space but oscillates in place due to alternating constructive and destructive interference at specific locations."
255,417,0,images/page0417_img000.png,"Standing wave on a string diagram. A string fixed at both ends oscillates in its fundamental mode, forming a single loop between the supports. The ends are nodes, where the displacement is zero, and the center of the string is an antinode, where the displacement is maximum. The length of the string L corresponds to half a wavelength, labeled λ₁, illustrating the relationship between string length, wavelength, nodes, and antinodes in standing waves."
256,417,1,images/page0417_img001.png,"Higher harmonics of a standing wave on a string. Two examples show a string fixed at both ends oscillating with multiple loops. Nodes are points along the string that remain stationary, while loops (antinodes) are regions of maximum displacement. In the second harmonic (left), the string contains two loops and an additional node, with wavelength λ₂ related to the string length L. In the third harmonic (right), the string contains three loops and more nodes, with a shorter wavelength λ₃. The diagram illustrates how increasing the number of nodes corresponds to higher harmonics and shorter wavelengths in standing waves."
257,417,2,images/page0417_img002.png,"Reflection of a wave pulse from a fixed end. An incident pulse travels along a string toward a rigid, fixed boundary. Upon reaching the fixed end, the pulse reflects and becomes inverted, meaning the crest turns into a trough as it travels back in the opposite direction. The diagram illustrates that reflection at a fixed end causes a phase inversion, whereas reflection at a free end would not invert the pulse."
